SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
121035,0,0,0,0,1,0,225000,1130062.5,44946,1039500,6,5,1,1,1,0.007114,-20584,-4715,-3820,-3812,,1,1,0,1,1,0,12,2,2,2,1,14,0,0,0,0,0,0,33,0.881220038,0.707854912,0.773895694,0.0701,0.1,0.9901,,,,0.1379,0.1667,,,,0.0687,,,0.0714,0.1037,0.9901,,,,0.1379,0.1667,,,,0.0715,,,0.0708,0.1,0.9901,,,,0.1379,0.1667,,,,0.0699,,,0,0,0.0603,5,0,4,1,4,0,-1736,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
113519,0,1,0,1,1,1,135000,337500,16875,337500,1,2,1,1,1,0.019101,-15212,-6258,-1920,-2246,2,1,1,0,1,0,0,10,3,2,2,0,14,0,0,0,0,0,0,24,0.699988502,0.717734245,0.360612566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,7,2,3,0,3,0,-179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107792,0,0,0,0,1,1,157500,1125000,31068,1125000,6,2,4,1,1,0.01452,-17784,-2468,-43,-1274,,1,1,0,1,0,0,15,3,2,2,1,10,0,0,0,1,1,0,34,0.458065263,0.641148237,0.6577838,0.0928,0.0186,0.9806,,,0,0.2069,0.1667,,0,,0.0791,,0,0.0945,0.0193,0.9806,,,0,0.2069,0.1667,,0,,0.0824,,0,0.0937,0.0186,0.9806,,,0,0.2069,0.1667,,0,,0.0806,,0,0,0,0.0636,4,0,2,0,1,0,-945,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
117212,0,1,1,0,1,0,135000,450000,22500,450000,6,5,1,1,1,0.026392,-18390,-2496,-10788,-1885,,1,1,0,1,0,0,17,2,2,2,2,12,0,0,0,0,0,0,3,,0.74885033,0.7136314,0.0021,,0.9657,,,0,,0,,,,,,,0.0021,,0.9657,,,0,,0,,,,,,,0.0021,,0.9657,,,0,,0,,,,,,,0,3,0.0015,5,0,3,0,3,0,-796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
101145,0,0,1,1,0,2,315000,840951,35761.5,679500,6,2,4,1,3,0.003818,-13336,-2143,-1047,-1377,19,1,1,0,1,0,0,12,4,2,2,1,8,0,0,0,0,1,1,25,,0.570848508,0.656158373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,7,2,1,0,1,0,-16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
119163,0,0,0,0,1,0,90000,215865,21478.5,202500,6,0,4,0,1,0.031329,-14697,-1520,-8558,-4439,,1,1,0,1,0,1,6,2,2,2,2,12,0,0,0,0,0,0,40,0.46441774,0.690757498,0.263646813,0.1835,0.1135,0.9811,0.7416,0.0338,0.2,0.1724,0.3333,0.375,0.0711,0.1488,0.1679,0.0039,0.0073,0.187,0.1178,0.9811,0.7517,0.0341,0.2014,0.1724,0.3333,0.375,0.0727,0.1625,0.175,0.0039,0.0077,0.1853,0.1135,0.9811,0.7451,0.034,0.2,0.1724,0.3333,0.375,0.0724,0.1513,0.171,0.0039,0.0074,1,0,0.1521,4,0,16,0,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
106290,0,0,1,0,0,0,150750,1288350,37053,1125000,6,5,4,3,1,0.032561,-14580,-1919,-3052,-3940,,1,1,0,1,0,0,17,1,1,1,6,14,0,0,0,0,0,0,45,,0.758391098,0.53348163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,7,2,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117605,1,0,0,0,1,0,675000,1024740,49428,900000,6,0,1,3,1,0.018209,-15031,-3755,-2790,-3948,,1,1,1,1,1,0,2,1,3,3,5,13,0,0,0,0,0,0,45,,0.409002751,0.411848556,,,0.9826,,,,,,,,,0.2362,,,,,0.9826,,,,,,,,,0.2461,,,,,0.9826,,,,,,,,,0.2405,,,0,1,0.1858,7,0,2,0,2,0,-1932,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
100784,1,0,0,0,1,0,54000,1885500,74191.5,1885500,6,1,4,1,1,0.031329,-22181,365243,-14266,-4714,,1,0,0,1,0,0,10,2,2,2,1,10,0,0,0,0,0,0,53,,0.623843014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0.0066,7,0,6,0,6,0,-1683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
101743,0,1,0,0,1,0,76500,225000,11250,225000,6,1,4,3,1,0.007305,-21791,365243,-14767,-2814,,1,0,0,1,0,0,10,1,3,3,2,13,0,0,0,0,0,0,53,,0.094889042,0.691021227,0.068,0.0666,0.9762,,,0,0.1379,0.1667,,,,0.0638,,0.0163,0.0693,0.0691,0.9762,,,0,0.1379,0.1667,,,,0.0665,,0.0173,0.0687,0.0666,0.9762,,,0,0.1379,0.1667,,,,0.065,,0.0167,0,0,0.0573,5,0,1,0,1,0,-653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
117485,0,1,0,1,1,0,360000,202500,10125,202500,6,5,1,1,1,0.030755,-17622,-5943,-6258,-1176,6,1,1,0,1,0,0,2,2,2,2,0,15,0,0,0,0,0,0,57,0.675209638,0.602424878,,0.1505,0.0838,0.9831,0.7688,0.0188,0.16,0.1379,0.3333,0.375,0.0872,0.121,0.1412,0.0077,0.0061,0.1534,0.087,0.9831,0.7779,0.019,0.1611,0.1379,0.3333,0.375,0.0892,0.1322,0.1471,0.0078,0.0065,0.152,0.0838,0.9831,0.7719,0.0189,0.16,0.1379,0.3333,0.375,0.0887,0.1231,0.1437,0.0078,0.0063,3,0,0.1227,4,0,0,0,0,0,-453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
112239,0,1,1,1,1,1,360000,450000,22500,450000,6,0,4,3,1,0.072508,-14604,-431,-8738,-5302,1,1,1,0,1,1,0,10,2,1,1,2,11,0,0,0,0,0,0,45,,0.569642736,0.255331771,0.1938,0.033,0.9816,0.7484,0.0358,0.0532,0.1607,0.3888,0.4304,0,0.1558,0.1669,0.009,0.0121,0.1239,0.0001,0.9747,0.6668,0.0139,0,0.2069,0.1667,0.2083,0,0.1084,0.1063,0,0.0024,0.1239,0.0001,0.9747,0.6578,0.047,0,0.2069,0.1667,0.2083,0,0.1009,0.1042,0.0039,0.0023,3,0,0.2474,4,0,1,0,1,0,-128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
116295,0,0,0,1,1,0,76500,469152,31864.5,405000,6,1,4,1,1,0.030755,-19970,365243,-415,-3530,16,1,0,0,1,1,0,10,2,2,2,0,13,0,0,0,0,0,0,53,,0.560835286,0.468659655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,7,2,5,0,5,0,-232,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104809,0,0,1,0,1,0,135000,560664,20727,468000,6,5,4,2,1,0.02461,-13613,-3960,-454,-4395,,1,1,0,1,0,0,10,1,2,2,1,16,0,0,0,0,0,0,34,0.542576623,0.619785684,0.45432106,0.0103,,0.9677,,,,0.069,0.0417,,0.0224,,0.0099,,,0.0105,,0.9677,,,,0.069,0.0417,,0.0229,,0.0103,,,0.0104,,0.9677,,,,0.069,0.0417,,0.0227,,0.0101,,,0,0,0.0078,6,0,8,1,8,1,-338,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
101109,0,0,1,1,0,0,135000,781920,37746,675000,6,5,4,1,1,0.004849,-13461,-3164,-4989,-3843,13,1,1,1,1,0,0,13,2,2,2,3,10,0,0,0,0,0,0,1,,0.281003491,,0.1251,0.0778,0.9806,0.7348,0.0173,0.12,0.1724,0.2221,0.2638,0.0925,0.124,0.0932,0.0135,0.0154,0.0725,0.0808,0.9806,0.7452,0.0095,0,0.1379,0.1667,0.2083,0.091,0.0643,0.0475,0,0,0.0729,0.0778,0.9806,0.7383,0.0174,0.12,0.1724,0.1667,0.2083,0.0941,0.1261,0.0949,0.0136,0.0157,3,0,0.1711,4,0,0,0,0,0,-549,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
107271,0,0,0,0,0,0,225000,450000,27193.5,450000,6,5,1,3,1,0.00733,-19323,-3320,-8441,-2784,,1,1,1,1,0,0,2,1,2,2,1,11,0,0,0,0,0,0,45,0.837729292,0.388595461,0.69562193,0.0742,0.0581,0.9876,0.83,0.0259,0.08,0.069,0.3333,0.375,0.0365,0.0605,0.0772,0,0,0.0378,0.0341,0.9876,0.8367,0.0139,0.0403,0.0345,0.3333,0.375,0.0159,0.0331,0.0399,0,0,0.0749,0.0547,0.9876,0.8323,0.0251,0.08,0.069,0.3333,0.375,0.0381,0.0616,0.0787,0,0,4,0,0.0377,4,0,0,0,0,0,-888,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
113590,0,0,0,0,0,0,81000,238500,6421.5,238500,6,5,4,0,1,0.015221,-19771,-636,-10030,-3319,,1,1,0,1,0,0,6,2,2,2,3,11,0,0,0,0,0,0,37,,0.700025667,,0.0918,0.0994,0.9776,,,0,0.2069,0.1667,,0.085,,0.0861,,0.0112,0.0935,0.1032,0.9777,,,0,0.2069,0.1667,,0.0869,,0.0897,,0.0118,0.0926,0.0994,0.9776,,,0,0.2069,0.1667,,0.0864,,0.0877,,0.0114,0,0,0.0771,4,0,0,0,0,0,-953,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,
102463,0,0,0,0,1,0,81000,127350,7240.5,112500,1,1,4,4,1,0.008625,-22713,365243,-13419,-4042,,1,0,0,1,0,0,10,1,2,2,0,14,0,0,0,0,0,0,53,,0.631116537,0.783832434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,7,2,3,1,3,0,-1081,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101720,0,0,0,0,0,0,112500,450000,21888,450000,6,1,4,1,2,0.007274,-21363,365243,-7274,-4910,,1,0,0,1,0,0,10,2,2,2,0,12,0,0,0,0,0,0,53,0.680757876,0.41242173,0.624614658,0.0742,0.0477,0.9901,0.864,0.0246,0.08,0.069,0.3333,0.0417,0.034,0.0597,0.0504,0.0039,0.0056,0.0756,0.0495,0.9901,0.8693,0.0249,0.0806,0.069,0.3333,0.0417,0.0348,0.0652,0.0525,0.0039,0.0059,0.0749,0.0477,0.9901,0.8658,0.0248,0.08,0.069,0.3333,0.0417,0.0346,0.0607,0.0513,0.0039,0.0057,3,0,0.0678,4,0,4,1,4,0,-1807,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119234,0,0,1,1,1,0,67500,312768,13905,270000,6,1,4,0,1,0.010147,-23515,365243,-4318,-4373,14,1,0,0,1,0,0,10,2,2,2,6,10,0,0,0,0,0,0,53,,0.617779085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,7,2,1,0,1,0,-351,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
102190,0,0,1,1,0,0,166500,497520,33376.5,450000,6,2,4,0,1,0.010276,-14009,-1189,-2313,-4438,10,1,1,0,1,0,0,13,2,2,2,4,14,0,0,0,1,1,0,23,,0.630439181,0.524496446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,7,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
120048,0,0,1,0,1,0,157500,545040,26509.5,450000,6,1,4,1,1,0.003818,-22762,365243,-4728,-4335,,1,0,0,1,0,0,10,2,2,2,1,3,0,0,0,0,0,0,53,0.815330033,0.491911584,0.499272015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,7,2,0,0,0,0,-949,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
100173,0,0,0,0,0,0,117000,781920,26725.5,675000,6,5,1,3,1,0.02461,-11633,-2596,-5430,-3851,,1,1,0,1,1,0,12,1,2,2,5,17,0,0,0,0,0,0,3,0.723940465,0.636395165,0.452533559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,7,0,1,0,1,0,-1166,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
105800,0,0,1,1,1,1,306000,345843,41175,328500,1,5,4,1,1,0.020713,-17460,-4558,-4421,-1017,22,1,1,0,1,0,0,13,3,3,2,3,11,0,0,0,0,0,0,49,,0.565021133,0.652896552,0.1701,0.0721,0.9816,0.7484,0.0248,0,0.0345,0.1667,0.0417,0.0217,0.1378,0.0478,0.0039,0.0135,0.1733,0.0748,0.9816,0.7583,0.025,0,0.0345,0.1667,0.0417,0.0222,0.1506,0.0498,0.0039,0.0143,0.1718,0.0721,0.9816,0.7518,0.0249,0,0.0345,0.1667,0.0417,0.0221,0.1402,0.0487,0.0039,0.0137,3,0,0.0726,5,0,6,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121899,0,0,0,0,1,2,108000,531265.5,20155.5,373500,5,0,4,0,1,0.009334,-13640,-1600,-6722,-4016,,1,1,0,1,0,0,11,4,2,2,6,15,0,0,0,0,1,1,45,,0.667142083,0.50107516,0.0082,,0.9752,,,,0.0345,0.0417,,,,0.0067,,0.0021,0.0084,,0.9752,,,,0.0345,0.0417,,,,0.007,,0.0023,0.0083,,0.9752,,,,0.0345,0.0417,,,,0.0068,,0.0022,0,1,0.0057,1,0,0,0,0,0,-650,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
